"bugID";"sd";"cl";"pd";"co";"rp";"os";"bs";"rs";"pr";"bsr"
"552810";"[trademark] Trademark approval required for Eclipse Streamsheets";"Eclipse Foundation";"Community";"EMO Approvals";"PC";"Mac OS X";"CLOSED";"FIXED";"P3";"normal"
"552811";"[TextViewer] shift left broken for mixed lines if empty prefix is allowed";"Eclipse Project";"Platform";"Text";"All";"All";"RESOLVED";"FIXED";"P3";"normal"
"552812";"Comment and type disappears in interface editor";"IoT";"4DIAC";"4DIAC-IDE";"PC";"Linux";"CLOSED";"FIXED";"P3";"normal"
"552813";"Preferences dialog opens with last selected page at the top of the tree and no visible scrollbar";"Eclipse Project";"Platform";"UI";"PC";"Mac OS X";"NEW";;"P3";"normal"
"552814";"[Dark theme] Use consistent styling for active and non active parts";"Eclipse Project";"Platform";"UI";"PC";"Linux";"RESOLVED";"FIXED";"P3";"normal"
"552815";"[Dark theme] Remove special styling for TargetPlatformState";"Eclipse Project";"Platform";"UI";"PC";"Linux";"RESOLVED";"FIXED";"P3";"normal"
"552816";"[Dark Theme] Remove #org-eclipse-e4-ui-compatibility-editor .MPart rule";"Eclipse Project";"Platform";"UI";"PC";"Linux";"RESOLVED";"FIXED";"P3";"normal"
"552817";"[Dark Theme] Simplify Form styling";"Eclipse Project";"Platform";"UI";"PC";"Linux";"RESOLVED";"FIXED";"P3";"normal"
"552818";"[Dark theme] Remove or move ScriptDisplayView from platform dark theme";"Eclipse Project";"Platform";"UI";"PC";"Linux";"RESOLVED";"FIXED";"P3";"normal"
"552819";"[Passage] org.eclipse.passage.lic.api.access.AccessManager#examinePermissons method name contains typo";"Technology";"Passage";"General";"All";"All";"RESOLVED";"FIXED";"P3";"minor"
"552820";"Please remove the cdo.hibernate and cdo.objy bugzilla components";"Eclipse Foundation";"Community";"Bugzilla";"PC";"Windows 7";"CLOSED";"FIXED";"P3";"normal"
"552821";"Use pomless builds in eclipse.platform.swt";"Eclipse Project";"Platform";"SWT";"PC";"Linux";"CLOSED";"WONTFIX";"P3";"normal"
"552822";"[Win32][Cocoa] Cursor to click 'x' to clear search text should be mouse arrow and not a caret";"Eclipse Project";"Platform";"SWT";"PC";"All";"VERIFIED";"FIXED";"P3";"normal"
"552823";"[qvtr2qvts] Support when predicate logic";"Modeling";"QVTd";"Core";"PC";"Windows 10";"NEW";;"P3";"normal"
"552824";"Reduce the text in ""Open the perspective which is asso....""";"Eclipse Project";"Platform";"UI";"PC";"Linux";"RESOLVED";"FIXED";"P3";"normal"
"552825";"address of TLS variable is wrong";"Tools";"TCF";"Agent";"PC";"Linux";"RESOLVED";"FIXED";"P3";"normal"
"552826";"[GTK3] Dead-lock in OS._pango_cairo_show_layout";"Eclipse Project";"Platform";"SWT";"PC";"Linux";"NEW";;"P3";"major"
"552828";"[14] [test] LeakTestsBefore9 failures";"Eclipse Project";"JDT";"Core";"PC";"Mac OS X";"CLOSED";"DUPLICATE";"P3";"normal"
"552830";"[GTK] Content assist and debug hover pop-ups lose content on scroll after resize";"Eclipse Project";"Platform";"SWT";"PC";"Linux";"VERIFIED";"FIXED";"P3";"normal"
"552831";"Stop publishing and remove EEs for non LTS versions. Limit to Java 11, 13, 14 for now.";"Eclipse Foundation";"z_Archived";"Tycho";"PC";"Linux";"RESOLVED";"FIXED";"P3";"normal"
"552832";"PDE api-tools in CI build (only CI, not local) report erroneous API Errors";"Eclipse Project";"Platform";"Releng";"All";"All";"NEW";;"P3";"blocker"
"552833";"OSSRH setup for project GLSP";"Eclipse Foundation";"Community";"CI-Jenkins";"PC";"Linux";"CLOSED";"FIXED";"P3";"normal"
"552834";"Run Platform build with Java 11";"Eclipse Project";"Platform";"Releng";"PC";"Windows 10";"RESOLVED";"FIXED";"P3";"normal"
"552835";"SWTException on diagram refresh";"Modeling";"Sirius";"Diagram";"PC";"Windows 10";"NEW";;"P3";"normal"
"552836";"Race condition in shutdown sequence of *Runner.c causes seg fault";"Modeling";"eTrice";"Runtime";"PC";"Windows 10";"RESOLVED";"FIXED";"P3";"normal"
"552838";"Allow EGit use of external diftools defined in .gitattributes";"Technology";"EGit";"UI";"PC";"All";"NEW";;"P3";"enhancement"
"552839";"Deleting the container of semantic element of a representation do not close the editor";"Modeling";"Sirius";"Diagram";"PC";"Windows 10";"CLOSED";"FIXED";"P3";"normal"
"552840";"Teach JGit to handle external difftools defined in .gitattributes";"Technology";"JGit";"JGit";"PC";"All";"NEW";;"P3";"enhancement"
"552841";"Disabling CDI support through pom.xml doesnt work with just a maven update";"Eclipse Foundation";"z_Archived";"m2e";"PC";"Windows 10";"CLOSED";"NOT_ECLIPSE";"P3";"normal"
"552842";"Eclipse crash with access violation (0xc0000005) in module name: MSCTF.dll, version: 10.0.17134.1038, time stamp: 0x3ed186d7";"Eclipse Project";"Platform";"IDE";"PC";"Windows 10";"CLOSED";"DUPLICATE";"P3";"critical"
"552843";"Filter UI options for no longer supported JVMs";"Eclipse Project";"JDT";"UI";"All";"All";"ASSIGNED";;"P3";"enhancement"
"552844";"[Diagram][Copy/Paste] Diagrams are not copied correctly on copy of a container owning diagrams";"Modeling";"Papyrus";"Diagram";"All";"All";"ASSIGNED";;"P3";"critical"
"552846";"[Moka][CompositeStructure] When moka incubations are installed we can not create connectors between 2 ports";"Modeling";"Papyrus";"Moka";"PC";"Linux";"NEW";;"P3";"normal"
"552847";"Problem with Trace Compass UbuntuTest node";"Eclipse Foundation";"Community";"CI-Jenkins";"PC";"Linux";"CLOSED";"FIXED";"P3";"normal"
"552849";"ChainCompletionProposalComputer runs forever in 3 threads without any UI hint";"Eclipse Project";"JDT";"UI";"All";"All";"VERIFIED";"FIXED";"P3";"major"
"552851";"Report GMF fix concerning Fonts broken on Export to Image and Printing of bug 312723 in class copied in Sirius";"Modeling";"Sirius";"Diagram";"PC";"Linux";"CLOSED";"FIXED";"P3";"normal"
"552852";"[Categorization] ViewModelContext leaks in tab renderings";"Modeling";"ECP";"EMF Forms";"All";"All";"RESOLVED";"FIXED";"P2";"major"
"552853";"[qvtr] Tidy the CollectionTemplateExp synthesis";"Modeling";"QVTd";"Core";"PC";"Windows 10";"NEW";;"P3";"normal"
"552854";"[GTK] Ctrl+O/Ctrl+3 dialogs have shell decorations";"Eclipse Project";"Platform";"UI";"PC";"Linux";"CLOSED";"WORKSFORME";"P3";"normal"
"552855";"[release] polarsys.kitalpha 1.4.0";"Eclipse Foundation";"Community";"Proposals and Reviews";"All";"All";"RESOLVED";"FIXED";"P3";"normal"
"552856";"Migrate polarsys download page";"Eclipse Foundation";"Working Groups";"Polarsys";"PC";"Mac OS X";"RESOLVED";"FIXED";"P3";"normal"
"552857";"Migrate locationtech websites to eclipse.org";"Eclipse Foundation";"Working Groups";"LocationTech";"PC";"Mac OS X";"RESOLVED";"FIXED";"P3";"normal"
"552859";"Change ""polarsys.polarsys.*"" project ids to ""polarsys.*"" in the foundation db";"Eclipse Foundation";"Community";"Process";"PC";"Linux";"RESOLVED";"FIXED";"P3";"normal"
"552860";"improve adding many lines  in interface edit table";"IoT";"4DIAC";"4DIAC-IDE";"PC";"Windows 10";"CLOSED";"FIXED";"P3";"normal"
"552861";"Arduino Download Manager -> Selected Platforms do not install";"Tools";"CDT";"cdt-arduino";"Macintosh";"Mac OS X";"CLOSED";"WONTFIX";"P3";"major"
"552862";"Where has git://git.eclipse.org/gitroot/modisco/org.eclipse.modisco.git gone?";"Eclipse Foundation";"Community";"Git";"PC";"Windows 10";"RESOLVED";"FIXED";"P3";"normal"
"552863";"[GTK3] AllBrowserTests crash on Fedora 31";"Eclipse Project";"Platform";"SWT";"PC";"Linux";"NEW";;"P3";"normal"
"552864";"[proposal] ecd.openvsx";"Eclipse Foundation";"Community";"Proposals and Reviews";"PC";"Linux";"RESOLVED";"FIXED";"P3";"normal"
"552865";"[trademark] Trademark approval required for Eclipse Open VSX Registry";"Eclipse Foundation";"Community";"EMO Approvals";"PC";"Linux";"RESOLVED";"FIXED";"P3";"normal"
"552866";"can we have command lsof on JDT JIRO?";"Eclipse Foundation";"Community";"CI-Jenkins";"PC";"Linux";"CLOSED";"WORKSFORME";"P3";"normal"
"552867";"""<name> cannot be resolved or is not a field"" when ""Extract to local variable"" applied to field ref";"Eclipse Project";"JDT";"Core";"PC";"Linux";"NEW";;"P3";"normal"
"552868";"I20191108-1800 build failed";"Eclipse Project";"Platform";"Releng";"All";"All";"RESOLVED";"FIXED";"P3";"normal"
"552869";"Remove duplicate entries in markermessage.properties";"Eclipse Project";"PDE";"API Tools";"PC";"Windows 7";"VERIFIED";"FIXED";"P3";"normal"
"552870";"[ecore] Make EcoreEnvironment::findPackage robust";"Modeling";"OCL";"Core";"PC";"Windows 10";"RESOLVED";"FIXED";"P3";"normal"
"552871";"Bad org.eclipse.emf.ecore.generated_package registration in org.eclipse.modisco.utils.chart.metamodel";"Modeling";"MoDisco";"Main";"PC";"Windows 10";"RESOLVED";"FIXED";"P3";"critical"
"552872";"Remove workarounds for Bug 473941";"Science";"Statet";"General";"All";"All";"NEW";;"P3";"normal"
"552873";"Remove workarounds for Bug 405563";"Science";"Statet";"General";"All";"All";"CLOSED";"FIXED";"P3";"normal"
"552874";"[R-Console] Content assist stops working after pressing a view toolbar button";"Science";"Statet";"R IDE";"All";"All";"CLOSED";"FIXED";"P3";"normal"
"552875";"[Security] Permission to create a Draft Security Advisory";"Eclipse Foundation";"Community";"GitHub";"PC";"Mac OS X";"CLOSED";"FIXED";"P3";"normal"
"552876";"Confusing log output like ""request to {}->http://...""";"Eclipse Foundation";"z_Archived";"Tycho";"PC";"Windows 10";"RESOLVED";"FIXED";"P3";"normal"
"552877";"java.lang.RuntimeException: java.lang.IllegalStateException: Service is not registered class='interface org.eclipse.tycho.core.shared.ProxyServiceFacade'";"Eclipse Foundation";"z_Archived";"Tycho";"PC";"Linux";"NEW";;"P3";"normal"
"552878";"[Progress] ConcurrentModificationException in FinishedJobs";"Eclipse Project";"Platform";"UI";"All";"All";"RESOLVED";"FIXED";"P3";"normal"
"552879";"OQL enhancements for sub-selects, maps, context providers, DISTINCT";"Tools";"MAT";"Core";"PC";"All";"RESOLVED";"FIXED";"P3";"enhancement"
"552880";"eclipse WB Crushes repeatedly. Appear to be an Unhandled Error on win 10 64bit";"Eclipse Foundation";"z_Archived";"WindowBuilder";"PC";"Windows 10";"CLOSED";"DUPLICATE";"P3";"normal"
"552881";"[Passage] switch to tycho 1.5.1";"Technology";"Passage";"General";"All";"All";"RESOLVED";"FIXED";"P3";"normal"
"552882";"[Model2Doc] The framework must provide an extension point to register Structure2Document generators";"Modeling";"Papyrus";"Model2Doc";"PC";"Windows 10";"CLOSED";"FIXED";"P3";"normal"
"552883";"Organize Favorites dialog too small";"Eclipse Project";"Platform";"Debug";"PC";"Windows 10";"VERIFIED";"FIXED";"P3";"trivial"
"552884";"[content assist] Generic constructor invocation proposal doesn't use diamond operator";"Eclipse Project";"JDT";"Core";"PC";"Windows NT";"NEW";;"P3";"normal"
"552885";"move data(Object data) method from ButtonFactory to AbstractWidgetFactory";"Eclipse Project";"Platform";"UI";"All";"All";"RESOLVED";"FIXED";"P3";"minor"
"552886";"Improve wording of new code mining for annotations";"Eclipse Project";"Platform";"Text";"PC";"Windows 10";"RESOLVED";"FIXED";"P3";"enhancement"
"552887";"add formatting option for referenced expressions";"Eclipse Foundation";"z_Archived";"PDT";"PC";"Windows 10";"CLOSED";"FIXED";"P3";"enhancement"
"552888";"[formatter] Blank lines between Javadoc tags - UI";"Eclipse Project";"JDT";"UI";"PC";"Windows NT";"RESOLVED";"FIXED";"P3";"normal"
"552890";"Index out of bound with virtual tree on selection";"RT";"RAP";"RWT";"PC";"Windows 10";"NEW";;"P3";"normal"
"552891";"different sort order in ""Replace with"" dialog";"Technology";"EGit";"UI";"PC";"Windows 10";"RESOLVED";"FIXED";"P3";"minor"
"552892";"Move to Eclipse Platform 4.13 to get fixes for latest Java versions";"Technology";"CBI";"p2 Repository Analyzers";"PC";"Linux";"RESOLVED";"FIXED";"P3";"normal"
"552893";"Activate JDT postfix completion by default";"Eclipse Project";"JDT";"UI";"PC";"Linux";"NEW";;"P3";"normal"
"552894";"No windows test result for I20191110-1800  build on Releng JIPP ( now on I20191119-1800)";"Eclipse Foundation";"Community";"CI-Jenkins";"PC";"Windows 7";"CLOSED";"FIXED";"P3";"blocker"
"552895";"Use pomless builds in eclipse.platform.debug";"Eclipse Project";"Platform";"Debug";"PC";"Linux";"RESOLVED";"FIXED";"P3";"normal"
"552896";"Use varargs in AbstractLaunchConfigurationTabGroup#setTabs";"Eclipse Project";"Platform";"UI";"PC";"Linux";"RESOLVED";"FIXED";"P3";"normal"
"552897";"[runtime.c] reduce warnings using C compiler";"Modeling";"eTrice";"Runtime";"PC";"Linux";"RESOLVED";"FIXED";"P3";"normal"
"552898";"Import project reports multiple UI freezes without stack trace";"Technology";"EGit";"UI";"PC";"Linux";"CLOSED";"DUPLICATE";"P3";"normal"
"552899";"Unwrap palette groups if all but one tool is filtered";"Modeling";"Sirius";"Diagram";"All";"All";"NEW";;"P3";"enhancement"
"552901";"cannot add attributes to device";"IoT";"4DIAC";"4DIAC-IDE";"PC";"Windows 10";"CLOSED";"FIXED";"P3";"normal"
"552902";"DynamicJAXBContext handles XSD enum literals (@XmlEnumValue) incorrectly";"EE4J";"EclipseLink";"MOXy";"PC";"Windows 10";"NEW";;"P3";"major"
"552903";"Add support for 2017 SUA in license checker";"Technology";"CBI";"p2 Repository Analyzers";"PC";"Linux";"RESOLVED";"FIXED";"P3";"normal"
"552904";"Add org.eclipse.wst.web_ui.feature to org.eclipse.epp.package.scout.product";"Technology";"EPP";"scout-package";"All";"All";"RESOLVED";"FIXED";"P3";"normal"
"552905";"Shorter text for ""Are you sure you want to delete ...""";"Eclipse Project";"JDT";"UI";"PC";"Linux";"RESOLVED";"FIXED";"P3";"normal"
"552906";"Editor has no focus/cursor after tab switch";"Eclipse Project";"Platform";"UI";"PC";"All";"RESOLVED";"FIXED";"P3";"blocker"
"552907";"[Model2Doc] The property view for Generator configuration must be improved";"Modeling";"Papyrus";"Model2Doc";"PC";"Windows 10";"CLOSED";"FIXED";"P3";"normal"
"552908";"Unable to access project source locations page";"Technology";"Babel";"Server";"All";"All";"NEW";;"P3";"major"
"552909";"Builder API for MessageDialog";"Eclipse Project";"Platform";"UI";"PC";"All";"RESOLVED";"FIXED";"P3";"normal"
"552911";"EMFCompare requires Guava < 22, release train requires >= 27";"Modeling";"EMFCompare";"Core";"PC";"Windows 10";"CLOSED";"FIXED";"P3";"blocker"
"552912";"GDB debugging doesn't work with Windows10 using cygwin";"Tools";"CDT";"cdt-debug";"PC";"Windows 10";"NEW";;"P3";"major"
"552913";"Pomless build with 1.5.1 results in [ERROR]   Missing requirement: test 0.0.0 requires 'org.eclipse.equinox.p2.iu;";"Eclipse Foundation";"z_Archived";"Tycho";"PC";"Linux";"RESOLVED";"INVALID";"P3";"normal"
"552914";"Assign resource pack to project Eclipse.releng";"Eclipse Foundation";"Community";"CI-Jenkins";"PC";"Mac OS X";"CLOSED";"FIXED";"P3";"normal"
"552915";"Changing the Ctrl+X key binding in Windows and later undoing the binding does not restore original functionality.";"Eclipse Project";"Platform";"IDE";"PC";"Windows 10";"CLOSED";"DUPLICATE";"P3";"enhancement"
"552916";"[Dark theme] Remove workaround for Bug 419482 from Mac css";"Eclipse Project";"Platform";"UI";"PC";"Linux";"RESOLVED";"FIXED";"P3";"normal"
"552917";"org.eclipse.mat.ibmdumps project classpath issue";"Tools";"MAT";"Core";"All";"All";"RESOLVED";"FIXED";"P3";"normal"
"552918";"[Dark theme] Form styling too dark for active parts";"Eclipse Project";"Platform";"UI";"PC";"Linux";"RESOLVED";"FIXED";"P3";"normal"
"552919";"[formatter] Separate option for space after not (!) operator  - UI";"Eclipse Project";"JDT";"UI";"PC";"Windows NT";"RESOLVED";"FIXED";"P3";"normal"
"552920";"Debug session does not open the first file, nor will it highlight the paused line if the file is already open";"Eclipse Foundation";"z_Archived";"PDT";"PC";"Windows 10";"CLOSED";"INVALID";"P3";"normal"
"552921";"[release] iot.ditto 1.0.0";"Eclipse Foundation";"Community";"Proposals and Reviews";"All";"All";"RESOLVED";"FIXED";"P3";"normal"
"552922";"Links to methods with generic parameters cause invalid html";"Technology";"Ease";"Core";"PC";"Linux";"CLOSED";"FIXED";"P3";"normal"
"552923";"Remote debugging - working directory no effect";"Tools";"CDT";"cdt-debug-dsf-gdb";"PC";"Linux";"RESOLVED";"INVALID";"P3";"normal"
"552924";"Ensure PDE export works OK for a plugin project with Java14";"Eclipse Project";"PDE";"Build";"PC";"Windows 7";"RESOLVED";"FIXED";"P3";"normal"
"552925";"No documentation for ""Bundle BREE lower than dependencies""";"Eclipse Project";"PDE";"Doc";"PC";"Windows 7";"VERIFIED";"FIXED";"P3";"normal"
"552926";"scroll to start of diff when clicking changed file in history";"Technology";"EGit";"UI";"PC";"All";"NEW";;"P3";"enhancement"
"552928";"'allow cookies' banner re-appears after every page switch";"Eclipse Foundation";"Community";"Wiki";"PC";"Windows 10";"RESOLVED";"FIXED";"P3";"normal"
"552929";"[Dark theme] Remove additional Shell styling";"Eclipse Project";"Platform";"UI";"PC";"Linux";"RESOLVED";"FIXED";"P3";"normal"
"552930";"GitRepositoryProviderType: Defer initialization to background job";"Technology";"EGit";"Core";"All";"All";"ASSIGNED";;"P3";"normal"
"552931";"Adding styling for CSS spy";"Eclipse Project";"e4";"UI";"PC";"Linux";"RESOLVED";"FIXED";"P3";"normal"
"552932";"Broken function block display";"IoT";"4DIAC";"4DIAC-IDE";"PC";"Linux";"CLOSED";"FIXED";"P3";"normal"
"552933";"[Designer] Additional transformation not taken into account";"Modeling";"Papyrus";"Designer";"All";"All";"ASSIGNED";;"P3";"normal"
"552934";"[Dark theme] Removes themed scrollbar from default dark theme";"Eclipse Project";"Platform";"UI";"PC";"Linux";"RESOLVED";"FIXED";"P3";"normal"
"552935";"Finding commands with ""find actions"" is very slow";"Eclipse Project";"Platform";"UI";"All";"All";"CLOSED";"MOVED";"P3";"major"
"552936";"Cut and Paste a widget can't keep the original name";"Eclipse Foundation";"z_Archived";"WindowBuilder";"PC";"Windows 10";"RESOLVED";"FIXED";"P3";"normal"
"552937";"Improve message ""no longer API""  to ""no longer an API""";"Eclipse Project";"PDE";"UI";"PC";"Windows 7";"VERIFIED";"FIXED";"P3";"normal"
"552938";"Remove LayoutComposite related styling";"Eclipse Project";"Platform";"UI";"PC";"Linux";"RESOLVED";"FIXED";"P3";"normal"
